sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing
"Be careful about pushing the green blocks too far as you may lock yourself out and make the game unwinnable, so take your time with each push to look ahead and evaluate if you're blocking off your exit.",-0.00017421995,-inf,-inf,-10.702746,-2.7968066e-05,-5.2952557,-0.0050315405,-0.75924975,-0.8909903,-2.1081305
"You are the blue block, your objective is to touch the yellow block.",-7.6712427,-0.001568784,-6.949933,-0.0034286506,-5.686349,-8.087396,-0.0003121056,-7.0678515,-0.000857743,-inf
Green blocks will kill you.,-9.520927,-0.0002290463,-8.969755,-0.8132343,-0.58600044,-7.9897065,-0.0003418992,-11.316265,-inf,-1.867018e-05
"By touching a white block you load your blue block with the ability to clear 1 green block (I have not tested if you can touch multiple white blocks in a row to stack this ability, but you do not have to anyway to clear the rooms).",-2.4195127,-0.13738154,-inf,-0.0773006,-2.5987372,-3.0733755,-0.047383983,-1.5698329,-0.23341091,-inf
"Be careful about the last room and carefully count how many white blocks and green blocks are needed to clear the way to the yellow block, if we have the same last rooms then you will have to use the 1 white block to access the 2 white blocks to access the 3 white blocks (going back and forth one at a time in case the white block abilities don't stack).",-0.01527976,-inf,-4.347355,-4.7846766,-0.008421903,-0.031373814,-3.479307,-0.17914596,-1.8104306,-8.243284
"If the ""reset"" tip pops up don't worry, I think I just pops up after a certain amount of time and going back and forth individually takes a while... Good luck!",-5.644223,-inf,-0.0040634405,-2.451116e-05,-inf,-1.2352386e-05,-inf,-0.014082053,-4.2725964,-inf
This one's quite fun!,-4.7258353,-inf,-0.00970026,-6.392203e-06,-inf,-3.2929079e-06,-inf,-6.0749073e-05,-11.793766,-inf
"You are the blue block, your objective is to fill the purplish-bluish block with green blocks (light green blocks, that is).",-0.22081842,-1.6292657,-inf,-0.29185927,-1.374148,-5.1535172,-0.005802467,-2.9076722,-0.056208897,-11.040853
"To do this, you must collect green blocks, you don't have to collect the entire map as you'll see your gauge will fill before you reach that point.",-0.2915922,-1.4030482,-inf,-2.945557,-0.05403176,-0.38203093,-1.1472859,-1.2491807,-0.3380688,-inf
When collecting green blocks be VERY careful about the brown blocks.,-0.05928077,-2.860312,-8.94862,-4.289817,-0.013813799,-1.4485533,-0.2677844,-0.053973585,-8.582765,-2.9519935
"Brown blocks fall when blue or green blocks below them are cleared, if they fall on you you die.",-5.57473,-0.0047054263,-inf,-1.1903436,-0.36263257,-8.883078,-0.0001408466,-9.094083,-inf,-0.00012678056
You can collect a green block directly below a brown block by touching it from the side and letting the brown block fall.,-3.0330763,-0.04983989,-inf,-1.9803004,-0.14858386,-8.151768,-0.00029160624,-0.68086964,-0.7058273,-inf
"Now, your enemies are the yellow blocks which move randomly on blank tiles, red blocks which move in your direction on blank tiles, and dark green blocks which move in your direction on all tiles.",-0.048727028,-3.0712757,-inf,-0.07092102,-2.6819649,-7.5037904,-0.000553748,-1.1203928,-4.590617,-0.41011333
If they touch you you're probably dead.,-1.3629518,-3.8268876,-0.3271508,-0.00023309923,-8.410486,-0.7933908,-0.6021009,-8.01869,-inf,-0.0003428528
"Oh, and the dark-greyish blocks are walls.",-3.8119793,-0.038196642,-4.1861687,-0.00036251772,-7.942461,-4.5363197,-0.010776379,-0.00034869378,-inf,-8.026339
"Okay, both myself and the participant before me lost this one and this is the first time I lost a life.",-inf,-inf,-0.0003678709,-2.6656826e-05,-inf,-2.129266e-05,-inf,-9.340517,-inf,-0.00010497363
What I gathered is that you must clear the yellow/red blocks when they turn green to allow the falling/rising blocks to go somewhere.,-0.0052202367,-9.469967,-5.3111897,-0.10717563,-2.286762,-2.2951581,-0.10621036,-0.8760565,-0.5389555,-inf
"The falling orange and rising brown blocks will randomly go to any of the yellow/red (respectively) blocks that are not green, but if they are all green then you lose.",-0.022985952,-5.7017274,-inf,-0.34870857,-1.2229152,-7.087738,-0.0008390464,-5.980477,-9.23277,-0.0026651926
It gets hard because the screen quickly fills with falling/rising blocks and you'll get repetitive strain injury trying to clear all the blocks lol xD.,-4.343438,-inf,-0.013657406,-7.3458323e-06,-inf,-2.2484697e-05,-inf,-0.09047179,-inf,-2.4493966
"I'm sure you can perform at this better than I can, Good luck!",-5.5703545,-inf,-0.0042074444,-4.1199673e-05,-inf,-7.822647e-06,-inf,-0.19755022,-1.7208351,-inf
"Okay, you're the dark-blue block, your objective is to reach the very light-green block.",-5.9280543,-0.0030724257,-8.251442,-0.0010105383,-6.9313254,-6.582262,-0.0013903544,-1.8350961,-0.17394228,-inf
DO NOT touch the darker shade of green blocks as they will kill you.,-10.528921,-5.5146502e-05,-10.91494,-7.9164977,-0.0003675133,-8.153683,-0.00029005657,-11.214597,-inf,-1.8074163e-05
"Also, all the moving blocks will probably kill you too.",-0.0844103,-4.6735673,-2.6432614,-3.6669935e-05,-10.61043,-0.4491057,-1.0167499,-7.530488,-inf,-0.0005465994
"There are light-blue and yellow blocks, touching the light-blue will teleport you to a RANDOM yellow block.",-1.8642793,-0.17011112,-6.8337197,-0.019403737,-3.9529498,-8.116126,-0.00029995048,-0.0018990058,-6.369573,-8.996572
This may mean moving over a light-blue block several times until you get to a yellow block you want to.,-0.004589742,-5.70344,-inf,-0.2637592,-1.4619021,-0.14530012,-2.0009177,-0.0111958925,-4.50625,-inf
"There are also dark-blue (slightly lighter shade than your player block) blocks which, when touched, will teleport you to the orange block, often that is the final step before you reach the light-green goal.",-0.010064522,-5.6819053,-inf,-0.0059073465,-5.1388345,-6.335196,-0.0017798994,-0.5262722,-0.8939918,-inf
"Carefully watch the movement of the moving blocks, they bounce a regular pattern and can be steadily avoided with good timing.",-0.00024691585,-8.725484,-inf,-6.926811,-0.0009954141,-1.0354353,-0.43864694,-0.5249388,-0.895632,-inf
Your objective is to push the blue blocks onto the yellow blocks.,-6.7126455,-0.0012218938,-inf,-0.21292856,-1.6516702,-6.6771965,-0.0012628522,-6.4970427,-0.001515577,-inf
"When there are purple blocks, you must move an orange block (by pushing the orange block) onto it to transform it into a yellow blocks.",-3.0964255,-0.050029166,-inf,-5.3813014,-0.00462463,-8.351506,-0.0002390594,-0.6333152,-0.7570945,-inf
"When there are red blocks, you need only touch the to turn the into yellow blocks.",-5.1032825,-0.008849858,-5.923883,-0.36240286,-1.1909113,-0.7627244,-0.6281457,-0.53216773,-0.88567,-9.221167
"When there are peach blocks, touching them turns them into orange blocks, which in turn you can push onto purple blocks to turn them yellow.",-0.7367227,-0.7269037,-inf,-0.19614397,-1.7255362,-9.3289385,-9.1026806e-05,-0.8884579,-0.529945,-inf
"It's a pushing game so once again be careful about how far you push your blocks, take your time after each push to evaluate if the next push might lock the game into an unwinnable position.",-0.00015848507,-10.328381,-inf,-7.628504,-0.00049393706,-0.23144454,-1.5770199,-0.38445887,-1.1493648,-6.127255
"I'm sorry, neither I nor the participant before me could get past the first level.... You are the dark-blue block.",-inf,-inf,-0.0014867664,-0.00016349163,-9.528413,-3.6135836,-0.02735419,-6.0439825,-inf,-0.0024632872
When the game starts the green blocks will randomly shake and move about slowly.,-1.1765242,-0.89585406,-1.2721586,-0.00025371046,-8.3546505,-7.438385,-0.00059115957,-2.546479e-05,-11.848666,-inf
"The light-blue block will gradually move across the map, touching each green block and turning them purple.",-1.694436,-0.2034959,-inf,-0.005719266,-5.172477,-8.416758,-0.00022284771,-0.0033799496,-6.164221,-6.697956
"If you touch the light-blue block, you die.",-11.2752,-4.608702e-05,-10.88471,-3.7588205,-0.02359868,-9.7831545,-5.7768983e-05,-13.128574,-inf,-3.650519e-06
"If the light-blue block transforms all the green blocks purple, you lose.",-5.695861,-0.0034301968,-9.964301,-0.29550636,-1.3633202,-9.624191,-6.873572e-05,-11.723784,-inf,-2.0100624e-05
Touching the green or purple blocks does nothing.,-10.835347,-0.00022821188,-8.522141,-0.0008974085,-7.029893,-3.4046762,-0.033788506,-2.2484697e-05,-inf,-inf
"I tried touching all the green blocks, but nothing happened, I tried touching all the purple blocks, but nothing happened.",-inf,-inf,-0.0002041364,-1.9743013e-05,-11.486178,-0.0006841989,-7.3005595,-0.22630958,-inf,-1.5987251
"If you press space, you seem to temporarily place a brown block, but I'm not sure as to the duration, or if holding it does anything different.",-5.029509,-inf,-0.0073074955,-9.698699e-05,-9.354773,-0.725954,-0.6614532,-0.00012797261,-inf,-inf
"Putting the brown block on the light-blue block, green block or purple block did not seem to have any effect.",-2.5482996,-1.2250726,-0.47975323,-2.4749568e-05,-11.184923,-0.024143424,-3.7366278,-5.419287e-05,-inf,-10.323537
As this is a time-limited level (limited by how quickly the light-blue block converts all the greens) I was not able to test anything else.,-7.329506,-inf,-0.0012647595,-1.0564331e-05,-inf,-2.7014437e-05,-11.060995,-0.045347344,-inf,-3.1186774
"If you can think of any other solutions, I commend you.",-0.12675011,-inf,-2.1306963,-2.6656826e-05,-inf,-4.0246043e-05,-10.804659,-2.1332219,-0.12616079,-inf
Make sure you navigate the dark blue block to the dark green block.,-5.7288637,-0.0032721837,-inf,-1.1614355,-0.37552395,-0.43337515,-1.0451038,-0.06099736,-2.8286173,-inf
Sometimes the light green blocks can assist you if you activate them.,-0.00055815483,-7.557138,-inf,-0.07003258,-2.6941094,-6.7672505,-0.0011562933,-0.027815614,-3.6007888,-inf
You can activate them by simply touching them.,-5.4939365,-0.0062391143,-6.179714,-0.0029927976,-5.820942,-4.8001623,-0.008267502,-0.0007990269,-7.1596127,-inf
Make sure to plan your moves well in advance before actually moving to give you a better chance of winning.,-5.2285613e-05,-inf,-inf,-10.063718,-4.8471098e-05,-5.4550484e-05,-10.12922,-6.7107406,-0.0012241551,-inf
Use green blocks to remove red blocks that may be in your path.,-0.24944815,-1.511125,-inf,-6.897818,-0.0010150644,-7.4793878,-0.00056876027,-0.27813423,-1.415759,-inf
Use the white blocks to remove any green blocks that are potentially blocking other white blocks or your ultimate goal of the yellow block.,-0.14971296,-1.9817976,-inf,-9.334351,-9.388769e-05,-7.1889997,-0.00075971906,-2.3633454,-0.09888387,-inf
"Be careful of brown blocks, passing underneath them can cause them to fall.",-1.1367326,-0.38703585,-10.762056,-7.7386293,-0.00043949028,-7.789469,-0.00041601455,-1.463494,-9.619578,-0.26340738
If this happens you will lose a life.,-4.264022,-0.01653363,-6.124963,-0.0025420128,-5.980531,-2.0805495,-0.13338885,-9.777313,-inf,-6.50404e-05
Touch as many light green blocks as possible to fill your meter before touching the purple block to win the level.,-5.8606687,-0.0029817447,-inf,-2.5812972,-0.078722216,-6.8468204,-0.00106937,-10.707702,-2.7610455e-05,-inf
Once the blocks turn green try to turn them back to red (by touching them) as quickly as possible.,-0.16642536,-1.879953,-inf,-6.4781227,-0.0015428342,-3.3174567,-0.03692573,-0.286238,-2.5250247,-1.7805083
Also try to avoid the brown blocks in order to avoid losing a life.,-4.106809,-0.01662954,-inf,-6.265204,-0.0019080507,-1.903811,-0.16135831,-6.072432,-inf,-0.0023350934
"Your aim is to reach the light green block, keep track of the teleports you have used already and avoid the moving blocks.",-0.000120708515,-9.71972,-inf,-6.7320213,-0.001203685,-1.904816,-0.16118462,-4.0325,-0.017998336,-9.4122305
"Nudge the pink blocks to turn them red, then move lilac blocks so that they are touching the red blocks to turn them cream.",-1.0800674,-0.5386551,-inf,-7.8099594,-0.00041386887,-4.2696037,-0.014093219,-1.2077034,-0.3552329,-inf
From here push the blue blocks into the cream blocks to remove them.,-8.777941,-0.00016563729,-inf,-7.107207,-0.0008284482,-3.6838267,-0.02545392,-1.4763119,-0.2594902,-inf
Avoid touching the light blue block.,-12.7284155,-1.2233183e-05,-12.226445,-9.122035,-0.000115701965,-6.0449996,-0.002376127,-5.6078153,-inf,-0.0036971122
Avoid moving yellow blocks; aim for the dark green block.,-5.3156166,-0.005018021,-9.674047,-9.2232685,-0.00010258956,-2.2631297,-0.10985144,-0.022527633,-4.4298916,-4.5803432
Eating purple walls might be necessary but doesn't cause any negative or positive effect.,-1.5549,-0.2765721,-3.4969378,-4.2630116e-05,-10.556251,-0.20567617,-1.6826316,-5.4312077e-05,-inf,-inf
Can pass through a light green block.,-7.7463517,-0.0021502618,-6.3893647,-0.012788157,-4.366554,-3.8742795,-0.020996675,-0.00043758305,-7.780078,-inf
Don't touch the light blue blocks; use the dark blue block to push purple blocks agains the light blue ones and they disappear.,-0.09701222,-2.6347835,-inf,-9.375303,-9.186123e-05,-3.8062396,-0.022490922,-1.8050818,-6.2221866,-0.18222569
Finally move the dark blue to touch the brown block.,-10.235081,-6.82589e-05,-11.053413,-1.2207034,-0.34964588,-1.5755608,-0.23182411,-4.59009,-0.010256039,-10.269333
Avoid touching orange square; push a green square to help clear orange squares out of the way.,-1.665467,-0.21071316,-inf,-11.728674,-1.18755715e-05,-9.352667,-8.8165914e-05,-0.31683052,-5.0219526,-1.3288468
Careful not to push a green sqaure to a point where it then cannot be removed such as a a corner.,-0.013476189,-4.3349657,-inf,-7.363191,-0.00064249965,-1.1282239,-0.3910203,-0.40503877,-7.112133,-1.102581
Reach the yellow target square .,-9.315639,-0.00017469678,-9.737229,-0.020522507,-3.8982444,-7.469405,-0.0005788889,-2.58912,-0.0780782,-inf
Collect a white square which lets you mine through one green square.,-4.9158807,-0.0073954295,-inf,-5.01476,-0.0066708475,-6.0633407,-0.0023322364,-0.22121082,-1.6184887,-inf
Do not attempt to mine through more than one green sqaure as this will lose you a life.,-4.3186345,-0.015148625,-6.4386945,-7.198817,-0.0007517361,-3.2074935,-0.041308198,-7.8673024,-inf,-0.00039361522
Get to the end pint - the yellow sqaure.,-7.3590946,-0.13324341,-2.0997179,-0.0010735384,-6.8610606,-0.72441274,-0.6628893,-1.3265113,-0.3085765,-inf
"Eat the light green sqaures, but careful as brown sqaures can fall and end your life if you create a white tunnel for them to fall into as you move.",-0.03965189,-4.667204,-inf,-2.9005008,-0.05662498,-0.30470684,-1.3370764,-4.3884873,-7.894566,-0.012953388
avoid the falling blocks.,-1.8343072,-0.20214698,-3.773436,-9.785623,-6.0510665e-05,-0.000412796,-7.832347,-0.004475697,-10.115905,-5.429887
Once the fallen blocks fall on the blocks at the bottom they change colour and then collect the blocks that have changed colour.,-3.561819,-0.064887926,-3.4248295,-0.19469032,-1.7323662,-2.9163907,-0.055665225,-0.845143,-0.5614249,-inf
move the dar blue sqaure to touch the light green sqaure.,-7.9202385,-0.00912088,-4.777256,-3.9233816,-0.020005926,-0.0077780522,-4.8659897,-0.1970383,-1.723272,-8.422565
Avoid moving sqaures.,-3.148898,-0.06296606,-4.025328,-7.631087,-0.0004907185,-0.17865272,-1.8105154,-0.008389508,-inf,-4.803916
Discover whch stationary sqaures are portals as they let you transport to another part of the board including enclosed spaces.,-0.050191425,-3.0500655,-6.744058,-1.9394643,-0.15527129,-3.3650553,-0.035187103,-0.4113813,-1.0876298,-inf
Push the blue sqaure against a coloured one and it may change colour.,-4.57287,-0.010671298,-8.211969,-3.1429238,-0.044146027,-5.3506174,-0.004761784,-0.060945205,-2.830032,-inf
"Then push a mid blue sqaure against it and it will disappear, Repeat untill all have gone.",-5.1282325,-0.011930144,-5.180837,-4.579711,-0.0103253,-0.10337881,-2.3209767,-0.44935966,-1.017349,-8.351566
Avoid touch the two blue squares together,-5.088335,-0.52228147,-0.92164403,-4.4998255,-0.011193301,-0.15201774,-1.959057,-0.8014596,-inf,-0.5958341
The rules of this game are pretty simple: The goal of each level is to collect the green square.,-0.75199,-0.63794774,-inf,-0.5251586,-0.89527196,-2.312822,-0.104238264,-5.2201066,-0.005434624,-inf
"To do this, you will sometimes need to employ the help of cyan squares who can eat through orange-red squares.",-0.00316786,-5.8448863,-inf,-2.483163,-0.087191865,-7.642011,-0.00048405782,-2.0070977,-0.14444792,-inf
You can free the cyan squares by eating through the blue squares which hold them in.,-0.65387684,-0.73436886,-inf,-2.7143974,-0.06857672,-7.929111,-0.00036370975,-1.3919683,-0.28601128,-inf
