sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing,abstract_tag,policy_tag,dynamics_tag,valence_tag
Be sure as mentioned to only drop the light green boxes over an area that won't release yellow boxes.,-0.0013344056,-6.995063,-8.709189,-3.6556702,-0.02620496,-0.520266,-0.90239567,-0.039809417,-3.2757657,-6.8849554,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Space creates a brown box which allows you to take back the boxes turned by the raging blue box.,-6.220232,-0.0022982284,-8.888712,-0.24754024,-1.5177257,-6.5963244,-0.0013708343,-0.805928,-0.5922477,-9.3675585,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Find the dark blue boxes and hit spacebar to change them to green.,-8.541806,-0.00020509004,-inf,-2.0459902,-0.13844323,-5.6326594,-0.0035892604,-2.6133332,-0.07615318,-11.65189,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Make all boxes except the light blue box green to win.,-4.2355356,-0.014672516,-inf,-4.892382,-0.0075422614,-5.540288,-0.00393568,-8.912297,-0.00014621076,-11.695378,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Think of moving green boxes to get where you need and then go around them instead of pushing them.,-0.00015657782,-9.768028,-inf,-7.4155927,-0.0006087944,-0.09513318,-2.3999617,-0.7588747,-0.6319178,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
The last arrow click is the direction you will be shooting.,-5.272753,-0.0054148235,-8.328674,-0.86770505,-0.5446536,-6.179401,-0.0020787632,-0.004188448,-5.4908466,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Once orange you move it to red to make yellow,-5.5469127,-0.0105874315,-5.077501,-0.7313063,-0.65648293,-0.94798195,-0.4902965,-0.11269781,-2.239466,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Plan out how many green squares block the yellow block, then collect that many white charges.",-0.036143374,-3.398778,-inf,-7.4229774,-0.00060474145,-1.3578352,-0.29737797,-1.6264001,-0.21903045,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Dark blue blocks will move you to a red block if needed.,-3.528735,-0.029854622,-inf,-0.15538101,-1.9389503,-4.8405414,-0.007943502,-0.0313149,-6.732809,-3.522791,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Level 2 is the hardest and you need to plan your moves ahead of time.,-0.071264654,-inf,-2.6829362,-0.6195882,-0.7725976,-0.0013983337,-6.584517,-1.5374824,-0.24213137,-9.726399,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Avoid going directly under the brown blocks.,-4.8762345,-0.007918075,-8.619302,-8.033714,-0.00032998246,-2.5301952,-0.08300793,-0.0009697028,-9.037627,-7.1232405,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
1:preconditions:R,-9.370767,-inf,-0.00055410556,-0.0030600652,-inf,-0.00046105517,-inf,-0.009730587,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
2:boulderdash:R,-inf,-inf,-0.000692182,-0.041298702,-inf,-0.543218,-inf,-inf,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
3:plaque:R,-inf,-inf,-0.0004294772,-0.008097953,-inf,-0.00093730877,-inf,-0.36496273,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
4:relational:R,-inf,-inf,-0.0012742812,-0.0066643353,-inf,-0.0011901067,-inf,-0.023139026,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
5:portals:R,-inf,-inf,-0.00032390308,-0.00042971558,-inf,-0.00018589824,-inf,-0.0017806146,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
6:watergame:R,-inf,-inf,-0.00034869378,-0.013838946,-inf,-0.0010710388,-inf,-3.2729485,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
7:ag:R,-inf,-inf,-0.00022320532,-0.00085988874,-inf,-0.00023441046,-inf,-1.0961193,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
8:bees:R,-inf,-inf,-0.00025311444,-0.005227598,-inf,-0.0016138889,-inf,-1.3190789,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
9:pushBoulders:R,-7.581661,-inf,-0.000782111,-0.00013059509,-inf,-8.0656086e-05,-10.554412,-0.0010291195,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Avoid the yellow and orange square as you will loose a life if you come in contact with them.,-7.9871283,-0.00041672974,-10.285092,-8.390853,-0.00023154958,-4.8891225,-0.0075592985,-11.459481,-inf,-1.7835755e-05,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
